Threshold,VanillaTime,QuadTime
0.5,0,0.04802298545837402
0.502020202020202,0.12100791931152344,0.04416799545288086
0.5040404040404041,0.056394100189208984,0.038793087005615234
0.5060606060606061,0,0.031829118728637695
0.5080808080808081,0,0.03162693977355957
0.51010101010101,0,0.03177309036254883
0.5121212121212121,0,0.03202009201049805
0.5141414141414141,0,0.05802416801452637
0.5161616161616162,0.004640102386474609,0.04177379608154297
0.5181818181818182,0.03422689437866211,0.049787044525146484
0.5202020202020202,0.02524089813232422,0.07898640632629395
0.5222222222222223,0.15950489044189453,0.0435488224029541
0.5242424242424243,0.22047805786132812,0.056220293045043945
0.5262626262626262,0,0.027452945709228516
0.5282828282828282,0,0.06295108795166016
0.5303030303030303,0.011337995529174805,0.03673911094665527
0.5323232323232323,0,0.026340007781982422
0.5343434343434343,0.0004467964172363281,0.03773808479309082
0.5363636363636364,0.1374971866607666,0.08311200141906738
0.5383838383838384,0.05898308753967285,0.03777194023132324
0.5404040404040404,0.0052721500396728516,0.03838706016540527
0.5424242424242424,0,0.025630950927734375
0.5444444444444444,0.0777590274810791,0.048229217529296875
0.5464646464646464,0.006684064865112305,0.03602099418640137
0.5484848484848485,0.00908207893371582,0.03198099136352539
0.5505050505050505,0,0.05565476417541504
0.5525252525252525,0.04781913757324219,0.045030832290649414
0.5545454545454546,0.12830114364624023,0.04057192802429199
0.5565656565656566,0,0.02430105209350586
0.5585858585858585,0.03471517562866211,0.06736183166503906
0.5606060606060606,0,0.024967193603515625
0.5626262626262626,0.27473902702331543,0.06287217140197754
0.5646464646464646,0.19603681564331055,0.03022599220275879
0.5666666666666667,0.24248194694519043,0.06399393081665039
0.5686868686868687,0.1695098876953125,0.056787729263305664
0.5707070707070707,0.08971810340881348,0.03760385513305664
0.5727272727272728,0.14252209663391113,0.04063105583190918
0.5747474747474748,0.004200935363769531,0.02939438819885254
0.5767676767676767,0.16463494300842285,0.040792226791381836
0.5787878787878787,0.003154754638671875,0.03544282913208008
0.5808080808080808,0.11555194854736328,0.025569915771484375
0.5828282828282828,0.02995610237121582,0.05619382858276367
0.5848484848484848,0.11842513084411621,0.03442192077636719
0.5868686868686869,0.1428661346435547,0.022474050521850586
0.5888888888888889,0.07084918022155762,0.04128289222717285
0.5909090909090908,0.050338029861450195,0.05662703514099121
0.5929292929292929,0.007833242416381836,0.0245816707611084
0.5949494949494949,0.07424592971801758,0.028213024139404297
0.5969696969696969,0.06065106391906738,0.026401042938232422
0.598989898989899,0.026704072952270508,0.03656625747680664
0.601010101010101,0,0.04727888107299805
0.603030303030303,0,0.019565820693969727
0.6050505050505051,0.28046584129333496,0.027762889862060547
0.6070707070707071,0.04849696159362793,0.0277707576751709
0.6090909090909091,0.22216200828552246,0.07347869873046875
0.611111111111111,0.03618311882019043,0.03502821922302246
0.6131313131313131,0.36452293395996094,0.036028146743774414
0.6151515151515151,0.0018649101257324219,0.0221254825592041
0.6171717171717171,0.0012629032135009766,0.03116774559020996
0.6191919191919192,0.4169809818267822,0.05023193359375
0.6212121212121212,0.10495185852050781,0.03227114677429199
0.6232323232323232,0.008673906326293945,0.023193836212158203
0.6252525252525252,0.0067288875579833984,0.024525165557861328
0.6272727272727272,0.0071277618408203125,0.01723194122314453
0.6292929292929292,0.4160282611846924,0.03237318992614746
0.6313131313131313,0.04474067687988281,0.029796123504638672
0.6333333333333333,0.2901320457458496,0.05763697624206543
0.6353535353535353,0.2527008056640625,0.07354164123535156
0.6373737373737374,0.16159415245056152,0.014859199523925781
0.6393939393939394,0,0.014946222305297852
0.6414141414141414,0.38691186904907227,0.01898193359375
0.6434343434343435,0.059374094009399414,0.026057958602905273
0.6454545454545454,0.03316998481750488,0.020095109939575195
0.6474747474747474,0.44019603729248047,0.03674173355102539
0.6494949494949495,0.2027578353881836,0.048049211502075195
0.6515151515151515,0.17193078994750977,0.022883176803588867
0.6535353535353535,0.3122739791870117,0.026436805725097656
0.6555555555555556,0.00934290885925293,0.019741058349609375
0.6575757575757575,0.014616012573242188,0.0258331298828125
0.6595959595959595,0.0709230899810791,0.04798626899719238
0.6616161616161615,0.008126974105834961,0.02791738510131836
0.6636363636363636,0.23986101150512695,0.02187323570251465
0.6656565656565656,0.001950979232788086,0.02734065055847168
0.6676767676767676,0.02885293960571289,0.02203989028930664
0.6696969696969697,0.2945387363433838,0.017030000686645508
0.6717171717171717,0.18375682830810547,0.03890085220336914
0.6737373737373737,0.1457991600036621,0.0187227725982666
0.6757575757575758,0.29891300201416016,0.019264936447143555
0.6777777777777777,0.20331788063049316,0.013559103012084961
0.6797979797979797,0.2876710891723633,0.02556324005126953
0.6818181818181818,0.17563295364379883,0.04629039764404297
0.6838383838383838,0.20608997344970703,0.023129940032958984
0.6858585858585858,0.19523882865905762,0.016349077224731445
0.6878787878787879,0.6644039154052734,0.02628946304321289
0.6898989898989898,0.19744086265563965,0.022800207138061523
0.6919191919191918,0.02163982391357422,0.018231630325317383
0.6939393939393939,0.35445308685302734,0.017795085906982422
0.6959595959595959,0.25993871688842773,0.04011797904968262
0.6979797979797979,0.35402703285217285,0.01579117774963379
0.7,0.0494532585144043,0.02043461799621582
